id,name,generation_id,type_id,power,pp,accuracy,priority,target,damage_class,description,effect_chance,contest_type_id,contest_effect_id,super_contest_effect_id,,
145,bubble,1,11,40,30,100,0,11,3,71,10,3,8,2,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('145','bubble','11','40','100','30','0','11','3','71');"
146,dizzy-punch,1,1,70,10,100,0,10,2,77,20,1,4,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('146','dizzy-punch','1','70','100','10','0','10','2','77');"
147,spore,1,12,,15,100,0,10,1,2,,2,5,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('147','spore','12','','100','15','0','10','1','2');"
148,flash,1,1,,20,100,0,10,1,24,,2,22,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('148','flash','1','','100','20','0','10','1','24');"
149,psywave,1,14,,15,100,0,10,3,89,,4,14,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('149','psywave','14','','100','15','0','10','3','89');"
150,splash,1,1,,40,,0,7,1,86,,3,28,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('150','splash','1','','','40','0','7','1','86');"
151,acid-armor,1,4,,20,,0,7,1,52,,5,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('151','acid-armor','4','','','20','0','7','1','52');"
152,crabhammer,1,11,100,10,90,0,10,2,44,,5,2,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('152','crabhammer','11','100','90','10','0','10','2','44');"
153,explosion,1,1,250,5,100,0,9,2,8,,2,7,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('153','explosion','1','250','100','5','0','9','2','8');"
154,fury-swipes,1,1,18,15,80,0,10,2,30,,5,10,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('154','fury-swipes','1','18','80','15','0','10','2','30');"
155,bonemerang,1,5,50,10,90,0,10,2,45,,5,1,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('155','bonemerang','5','50','90','10','0','10','2','45');"
156,rest,1,14,,10,,0,7,1,38,,3,16,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('156','rest','14','','','10','0','7','1','38');"
157,rock-slide,1,6,75,10,90,0,11,2,32,30,5,5,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('157','rock-slide','6','75','90','10','0','11','2','32');"
158,hyper-fang,1,1,80,15,90,0,10,2,32,10,1,4,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('158','hyper-fang','1','80','90','15','0','10','2','32');"
159,sharpen,1,1,,30,,0,7,1,11,,3,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('159','sharpen','1','','','30','0','7','1','11');"
160,conversion,1,1,,30,,0,7,1,31,,2,12,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('160','conversion','1','','','30','0','7','1','31');"
161,tri-attack,1,1,80,10,100,0,10,3,37,20,2,8,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('161','tri-attack','1','80','100','10','0','10','3','37');"
162,super-fang,1,1,,10,90,0,10,2,41,,5,14,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('162','super-fang','1','','90','10','0','10','2','41');"
163,slash,1,1,70,20,100,0,10,2,44,,1,2,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('163','slash','1','70','100','20','0','10','2','44');"
164,substitute,1,1,,10,,0,7,1,80,,4,16,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('164','substitute','1','','','10','0','7','1','80');"
165,struggle,1,1,50,1,,0,8,2,255,,1,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('165','struggle','1','50','','1','0','8','2','255');"
166,sketch,2,1,,1,,0,10,1,96,,4,19,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('166','sketch','1','','','1','0','10','1','96');"
167,triple-kick,2,2,10,10,90,0,10,2,105,,1,1,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('167','triple-kick','2','10','90','10','0','10','2','105');"
168,thief,2,17,60,25,100,0,10,2,106,,5,20,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('168','thief','17','60','100','25','0','10','2','106');"
169,spider-web,2,7,,10,,0,10,1,107,,4,18,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('169','spider-web','7','','','10','0','10','1','107');"
170,mind-reader,2,1,,5,,0,10,1,95,,4,24,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('170','mind-reader','1','','','5','0','10','1','95');"
171,nightmare,2,8,,15,100,0,10,1,108,,4,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('171','nightmare','8','','100','15','0','10','1','108');"
172,flame-wheel,2,10,60,25,100,0,10,2,126,10,2,1,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('172','flame-wheel','10','60','100','25','0','10','2','126');"
173,snore,2,1,50,15,100,0,10,3,93,30,3,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('173','snore','1','50','100','15','0','10','3','93');"
174,curse,2,8,,10,,0,1,1,110,,5,31,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('174','curse','8','','','10','0','1','1','110');"
175,flail,2,1,,15,100,0,10,2,100,,3,26,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('175','flail','1','','100','15','0','10','2','100');"
176,conversion-2,2,1,,30,,0,10,1,94,,2,12,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('176','conversion-2','1','','','30','0','10','1','94');"
177,aeroblast,2,3,100,5,95,0,10,3,44,,1,2,22,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('177','aeroblast','3','100','95','5','0','10','3','44');"
178,cotton-spore,2,12,,40,100,0,11,1,61,,2,10,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('178','cotton-spore','12','','100','40','0','11','1','61');"
179,reversal,2,2,,15,100,0,10,2,100,,1,28,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('179','reversal','2','','100','15','0','10','2','100');"
180,spite,2,8,,10,100,0,10,1,101,,5,26,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('180','spite','8','','100','10','0','10','1','101');"
181,powder-snow,2,15,40,25,100,0,11,3,6,10,2,1,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('181','powder-snow','15','40','100','25','0','11','3','6');"
182,protect,2,1,,10,,4,7,1,112,,3,15,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('182','protect','1','','','10','4','7','1','112');"
183,mach-punch,2,2,40,30,100,1,10,2,104,,1,30,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('183','mach-punch','2','40','100','30','1','10','2','104');"
184,scary-face,2,1,,10,100,0,10,1,61,,5,10,2,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('184','scary-face','1','','100','10','0','10','1','61');"
185,feint-attack,2,17,60,20,,0,10,2,18,,4,27,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('185','feint-attack','17','60','','20','0','10','2','18');"
186,sweet-kiss,2,18,,10,75,0,10,1,50,,3,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('186','sweet-kiss','18','','75','10','0','10','1','50');"
187,belly-drum,2,1,,10,,0,7,1,143,,3,32,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('187','belly-drum','1','','','10','0','7','1','143');"
188,sludge-bomb,2,4,90,10,100,0,10,3,3,30,5,10,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('188','sludge-bomb','4','90','100','10','0','10','3','3');"
189,mud-slap,2,5,20,10,100,0,10,3,74,100,3,10,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('189','mud-slap','5','20','100','10','0','10','3','74');"
190,octazooka,2,11,65,10,85,0,10,3,74,50,5,10,4,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('190','octazooka','11','65','85','10','0','10','3','74');"
191,spikes,2,5,,20,,0,6,1,113,,4,18,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('191','spikes','5','','','20','0','6','1','113');"
192,zap-cannon,2,13,120,5,50,0,10,3,7,100,1,1,4,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('192','zap-cannon','13','120','50','5','0','10','3','7');"
193,foresight,2,1,,40,,0,10,1,114,,4,33,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('193','foresight','1','','','40','0','10','1','114');"
194,destiny-bond,2,8,,5,,0,7,1,99,,4,7,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('194','destiny-bond','8','','','5','0','7','1','99');"
195,perish-song,2,1,,5,,0,14,1,115,,2,14,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('195','perish-song','1','','','5','0','14','1','115');"
196,icy-wind,2,15,55,15,95,0,11,3,71,100,2,5,2,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('196','icy-wind','15','55','95','15','0','11','3','71');"
197,detect,2,2,,5,,4,7,1,112,,1,16,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('197','detect','2','','','5','4','7','1','112');"
198,bone-rush,2,5,25,10,90,0,10,2,30,,5,1,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('198','bone-rush','5','25','90','10','0','10','2','30');"
199,lock-on,2,1,,5,,0,10,1,95,,4,24,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('199','lock-on','1','','','5','0','10','1','95');"
200,outrage,2,16,120,10,100,0,8,2,28,,1,6,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('200','outrage','16','120','100','10','0','8','2','28');"
201,sandstorm,2,6,,10,,0,12,1,116,,5,21,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('201','sandstorm','6','','','10','0','12','1','116');"
202,giga-drain,2,12,75,10,100,0,10,3,4,,4,10,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('202','giga-drain','12','75','100','10','0','10','3','4');"
203,endure,2,1,,10,,4,7,1,117,,5,16,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('203','endure','1','','','10','4','7','1','117');"
204,charm,2,18,,20,100,0,10,1,59,,3,23,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('204','charm','18','','100','20','0','10','1','59');"
205,rollout,2,6,30,20,90,0,10,2,118,,5,24,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('205','rollout','6','30','90','20','0','10','2','118');"
206,false-swipe,2,1,40,40,100,0,10,2,102,,1,5,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('206','false-swipe','1','40','100','40','0','10','2','102');"
207,swagger,2,1,,15,85,0,10,1,119,,3,27,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('207','swagger','1','','85','15','0','10','1','119');"
208,milk-drink,2,1,,10,,0,7,1,33,,3,12,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('208','milk-drink','1','','','10','0','7','1','33');"
209,spark,2,13,65,20,100,0,10,2,7,30,1,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('209','spark','13','65','100','20','0','10','2','7');"
210,fury-cutter,2,7,40,20,95,0,10,2,120,,1,17,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('210','fury-cutter','7','40','95','20','0','10','2','120');"
211,steel-wing,2,9,70,25,90,0,10,2,139,10,1,12,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('211','steel-wing','9','70','90','25','0','10','2','139');"
212,mean-look,2,1,,5,,0,10,1,107,,2,18,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('212','mean-look','1','','','5','0','10','1','107');"
213,attract,2,1,,15,100,0,10,1,121,,3,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('213','attract','1','','100','15','0','10','1','121');"
214,sleep-talk,2,1,,10,,0,7,1,98,,3,17,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('214','sleep-talk','1','','','10','0','7','1','98');"
215,heal-bell,2,1,,5,,0,13,1,103,,2,28,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('215','heal-bell','1','','','5','0','13','1','103');"
216,return,2,1,,20,100,0,10,2,122,,3,13,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('216','return','1','','100','20','0','10','2','122');"
217,present,2,1,,15,90,0,10,2,123,,3,17,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('217','present','1','','90','15','0','10','2','123');"
218,frustration,2,1,,20,100,0,10,2,124,,3,13,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('218','frustration','1','','100','20','0','10','2','124');"
219,safeguard,2,1,,25,,0,4,1,125,,2,15,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('219','safeguard','1','','','25','0','4','1','125');"
220,pain-split,2,1,,20,,0,10,1,92,,4,4,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('220','pain-split','1','','','20','0','10','1','92');"
221,sacred-fire,2,10,100,5,95,0,10,2,126,50,2,1,22,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('221','sacred-fire','10','100','95','5','0','10','2','126');"
222,magnitude,2,5,,30,100,0,9,2,127,,5,11,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('222','magnitude','5','','100','30','0','9','2','127');"
223,dynamic-punch,2,2,100,5,50,0,10,2,77,100,1,10,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('223','dynamic-punch','2','100','50','5','0','10','2','77');"
224,megahorn,2,7,120,10,85,0,10,2,1,,1,12,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('224','megahorn','7','120','85','10','0','10','2','1');"
225,dragon-breath,2,16,60,20,100,0,10,3,7,30,1,5,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('225','dragon-breath','16','60','100','20','0','10','3','7');"
226,baton-pass,2,1,,40,,0,7,1,128,,3,18,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('226','baton-pass','1','','','40','0','7','1','128');"
227,encore,2,1,,5,100,0,10,1,91,,3,18,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('227','encore','1','','100','5','0','10','1','91');"
228,pursuit,2,17,40,20,100,0,10,2,129,,4,14,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('228','pursuit','17','40','100','20','0','10','2','129');"
229,rapid-spin,2,1,50,40,100,0,10,2,130,100,1,16,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('229','rapid-spin','1','50','100','40','0','10','2','130');"
230,sweet-scent,2,1,,20,100,0,11,1,25,,3,5,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('230','sweet-scent','1','','100','20','0','11','1','25');"
231,iron-tail,2,9,100,15,75,0,10,2,70,30,1,4,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('231','iron-tail','9','100','75','15','0','10','2','70');"
232,metal-claw,2,9,50,35,95,0,10,2,140,10,1,1,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('232','metal-claw','9','50','95','35','0','10','2','140');"
233,vital-throw,2,2,70,10,,-1,10,2,79,,1,31,2,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('233','vital-throw','2','70','','10','-1','10','2','79');"
234,morning-sun,2,1,,5,,0,7,1,133,,2,25,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('234','morning-sun','1','','','5','0','7','1','133');"
235,synthesis,2,12,,5,,0,7,1,133,,4,25,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('235','synthesis','12','','','5','0','7','1','133');"
236,moonlight,2,18,,5,,0,7,1,133,,2,25,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('236','moonlight','18','','','5','0','7','1','133');"
237,hidden-power,2,1,60,15,100,0,10,3,136,,4,17,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('237','hidden-power','1','60','100','15','0','10','3','136');"
238,cross-chop,2,2,100,5,80,0,10,2,44,,1,2,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('238','cross-chop','2','100','80','5','0','10','2','44');"
239,twister,2,16,40,20,100,0,11,3,147,20,1,21,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('239','twister','16','40','100','20','0','11','3','147');"
240,rain-dance,2,11,,5,,0,12,1,137,,5,11,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('240','rain-dance','11','','','5','0','12','1','137');"
241,sunny-day,2,10,,5,,0,12,1,138,,2,11,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('241','sunny-day','10','','','5','0','12','1','138');"
242,crunch,2,17,80,15,100,0,10,2,70,20,5,4,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('242','crunch','17','80','100','15','0','10','2','70');"
243,mirror-coat,2,14,,20,100,-5,1,3,145,,2,16,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('243','mirror-coat','14','','100','20','-5','1','3','145');"
244,psych-up,2,1,,10,,0,10,1,144,,4,12,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('244','psych-up','1','','','10','0','10','1','144');"
245,extreme-speed,2,1,80,5,100,2,10,2,104,,1,30,1,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('245','extreme-speed','1','80','100','5','2','10','2','104');"
246,ancient-power,2,6,60,5,100,0,10,3,141,10,5,32,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('246','ancient-power','6','60','100','5','0','10','3','141');"
247,shadow-ball,2,8,80,15,100,0,10,3,73,20,4,22,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('247','shadow-ball','8','80','100','15','0','10','3','73');"
248,future-sight,2,14,120,10,100,0,10,3,149,,4,24,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('248','future-sight','14','120','100','10','0','10','3','149');"
249,rock-smash,2,2,40,15,100,0,10,2,70,50,5,29,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('249','rock-smash','2','40','100','15','0','10','2','70');"
250,whirlpool,2,11,35,15,85,0,10,3,262,100,2,24,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('250','whirlpool','11','35','85','15','0','10','3','262');"
251,beat-up,2,17,,10,100,0,10,2,155,,4,14,7,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('251','beat-up','17','','100','10','0','10','2','155');"
252,fake-out,3,1,40,10,100,3,10,2,159,100,3,23,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('252','fake-out','1','40','100','10','3','10','2','159');"
253,uproar,3,1,90,10,100,0,8,3,160,,3,21,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('253','uproar','1','90','100','10','0','8','3','160');"
254,stockpile,3,1,,20,,0,7,1,161,,5,16,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('254','stockpile','1','','','20','0','7','1','161');"
255,spit-up,3,1,,10,100,0,10,3,162,,5,1,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('255','spit-up','1','','100','10','0','10','3','162');"
256,swallow,3,1,,10,,0,7,1,163,,5,32,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('256','swallow','1','','','10','0','7','1','163');"
257,heat-wave,3,10,95,10,90,0,11,3,5,10,2,1,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('257','heat-wave','10','95','90','10','0','11','3','5');"
258,hail,3,15,,10,,0,12,1,165,,2,5,13,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('258','hail','15','','','10','0','12','1','165');"
259,torment,3,17,,15,100,0,10,1,166,,5,18,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('259','torment','17','','100','15','0','10','1','166');"
260,flatter,3,17,,15,100,0,10,1,167,,4,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('260','flatter','17','','100','15','0','10','1','167');"
261,will-o-wisp,3,10,,15,85,0,10,1,168,,2,4,17,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('261','will-o-wisp','10','','85','15','0','10','1','168');"
262,memento,3,17,,10,100,0,10,1,169,,5,7,9,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('262','memento','17','','100','10','0','10','1','169');"
263,facade,3,1,70,20,100,0,10,2,170,,3,28,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('263','facade','1','70','100','20','0','10','2','170');"
264,focus-punch,3,2,150,20,100,-3,10,2,171,,5,31,6,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('264','focus-punch','2','150','100','20','-3','10','2','171');"
265,smelling-salts,3,1,70,10,100,0,10,2,172,,4,9,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('265','smelling-salts','1','70','100','10','0','10','2','172');"
266,follow-me,3,1,,20,,2,7,1,173,,3,24,14,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('266','follow-me','1','','','20','2','7','1','173');"
267,nature-power,3,1,,20,,0,10,1,174,,2,11,14,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('267','nature-power','1','','','20','0','10','1','174');"
268,charge,3,13,,20,,0,7,1,175,,4,12,11,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('268','charge','13','','','20','0','7','1','175');"
269,taunt,3,17,,20,100,0,10,1,176,,4,18,16,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('269','taunt','17','','100','20','0','10','1','176');"
270,helping-hand,3,1,,20,,5,3,1,177,,4,18,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('270','helping-hand','1','','','20','5','3','1','177');"
271,trick,3,14,,10,100,0,10,1,178,,4,12,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('271','trick','14','','100','10','0','10','1','178');"
272,role-play,3,14,,10,,0,10,1,179,,3,20,23,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('272','role-play','14','','','10','0','10','1','179');"
273,wish,3,1,,10,,0,7,1,180,,3,24,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('273','wish','1','','','10','0','7','1','180');"
274,assist,3,1,,20,,0,7,1,181,,3,25,14,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('274','assist','1','','','20','0','7','1','181');"
275,ingrain,3,12,,20,,0,7,1,182,,4,15,21,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('275','ingrain','12','','','20','0','7','1','182');"
276,superpower,3,2,120,5,100,0,10,2,183,100,5,3,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('276','superpower','2','120','100','5','0','10','2','183');"
277,magic-coat,3,14,,15,,4,7,1,184,,2,15,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('277','magic-coat','14','','','15','4','7','1','184');"
278,recycle,3,1,,10,,0,7,1,185,,4,17,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('278','recycle','1','','','10','0','7','1','185');"
279,revenge,3,2,60,10,100,-4,10,2,186,,5,31,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('279','revenge','2','60','100','10','-4','10','2','186');"
280,brick-break,3,2,75,15,100,0,10,2,187,,1,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('280','brick-break','2','75','100','15','0','10','2','187');"
281,yawn,3,1,,10,,0,10,1,188,,3,18,19,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('281','yawn','1','','','10','0','10','1','188');"
282,knock-off,3,17,65,20,100,0,10,2,189,,4,4,5,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('282','knock-off','17','65','100','20','0','10','2','189');"
283,endeavor,3,1,,5,100,0,10,2,190,,5,28,15,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('283','endeavor','1','','100','5','0','10','2','190');"
284,eruption,3,10,150,5,100,0,11,3,191,,2,26,18,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('284','eruption','10','150','100','5','0','11','3','191');"
285,skill-swap,3,14,,10,,0,10,1,192,,4,20,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('285','skill-swap','14','','','10','0','10','1','192');"
286,imprison,3,14,,10,,0,7,1,193,,4,33,20,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('286','imprison','14','','','10','0','7','1','193');"
287,refresh,3,1,,20,,0,7,1,194,,3,32,8,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('287','refresh','1','','','20','0','7','1','194');"
288,grudge,3,8,,5,,0,7,1,195,,5,26,10,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('288','grudge','8','','','5','0','7','1','195');"
289,snatch,3,17,,10,,4,7,1,196,,4,14,12,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('289','snatch','17','','','10','4','7','1','196');"
290,secret-power,3,1,70,20,100,0,10,2,198,30,4,29,14,,"insert into moves (id,name,type_id,power,accuracy,pp,priority,target,damage_class,description) values('290','secret-power','1','70','100','20','0','10','2','198');"
