pokemon,attack_name,type,count
ex1-39,Thundershock,Colorless,2
ex1-39,Gigashock,Lightning,1
ex1-39,Gigashock,Colorless,2
ex1-40,Bubble,Water,1
ex1-40,Slash,Colorless,3
ex1-41,Aqua Sonic,Colorless,2
ex1-42,Bite,Colorless,2
ex1-42,Ambush,Darkness,1
ex1-42,Ambush,Colorless,2
ex1-43,Gooey Thread,Grass,1
ex1-44,Minor Errand-Running,Colorless,1
ex1-44,Lullaby,Colorless,1
ex1-45,Claw,Colorless,1
ex1-45,Slack Off,Colorless,2
ex1-46,Wing Attack,Colorless,2
ex1-47,Fury Swipes,Colorless,2
ex1-47,Rage,Colorless,3
ex1-48,Rest,Colorless,2
ex1-48,Water Gun,Water,1
ex1-48,Water Gun,Colorless,1
ex1-49,Teary Eyes,Colorless,1
ex1-49,Ram,Colorless,2
ex1-50,Gnaw,Colorless,1
ex1-51,Big Bite,Colorless,1
ex1-52,Headbutt,Colorless,1
ex1-53,Super Thunder Wave,Colorless,1
ex1-53,Tackle,Colorless,2
ex1-54,Tackle,Colorless,1
ex1-54,Double-edge,Grass,1
ex1-54,Double-edge,Colorless,1
ex1-55,Flail,Colorless,1
ex1-56,Slap Push,Colorless,1
ex1-56,Lunge Out,Colorless,2
ex1-57,Fling,Colorless,1
ex1-57,Low Kick,Fighting,1
ex1-57,Low Kick,Colorless,1
ex1-58,Fake Out,Fighting,1
ex1-59,Bubble,Water,1
ex1-60,Pound,Colorless,1
ex1-60,Fury Swipes,Colorless,2
ex1-61,Headbutt,Colorless,1
ex1-61,Burn Off,Fire,1
ex1-61,Burn Off,Colorless,1
ex1-62,Stampede,Colorless,1
ex1-62,Trembler,Fighting,1
ex1-62,Trembler,Colorless,1
ex1-63,Bite,Colorless,1
ex1-64,Knock Off,Darkness,1
ex1-64,Rear Kick,Colorless,2
ex1-65,Shadow Bind,Darkness,1
ex1-66,Confuse Ray,Psychic,1
ex1-67,Headbutt,Colorless,1
ex1-67,Hypnoblast,Psychic,1
ex1-67,Hypnoblast,Colorless,1
ex1-68,Pound,Colorless,1
ex1-68,Link Blast,Psychic,1
ex1-68,Link Blast,Colorless,1
ex1-69,Sleep Powder,Colorless,1
ex1-70,Plus Energy,Colorless,1
ex1-70,Scratch,Colorless,1
ex1-71,Tackle,Colorless,1
ex1-71,Lunge,Colorless,2
ex1-72,Peck,Colorless,1
ex1-72,Wing Attack,Colorless,2
ex1-73,Peck,Colorless,1
ex1-73,Fireworks,Fire,1
ex1-73,Fireworks,Colorless,1
ex1-74,Singe,Colorless,1
ex1-75,Poison Breath,Grass,1
ex1-76,Tail Slap,Colorless,1
ex1-76,Razor Leaf,Grass,1
ex1-76,Razor Leaf,Colorless,1
ex1-77,Surprise Attack,Water,1
ex1-78,Signs of Evolution,Colorless,1
ex1-78,Poison Barb,Grass,1
ex1-79,Fury Swipes,Colorless,1
ex1-96,Healing Egg,Colorless,2
ex1-96,Double-edge,Colorless,3
ex1-97,Thundershock,Lightning,1
ex1-97,Quick Attack,Lightning,2
ex1-97,Quick Attack,Colorless,1
ex1-98,Steady Punch,Fighting,1
ex1-98,Sky Uppercut,Fighting,2
ex1-98,Sky Uppercut,Colorless,1
ex1-99,Energy Ball,Water,1
ex1-99,Confuse Ray,Water,2
ex1-99,Confuse Ray,Colorless,1
ex1-100,Smokescreen,Fire,1
ex1-100,Super Singe,Fire,2
ex1-100,Super Singe,Colorless,1
ex1-101,Energy Absorption,Psychic,1
ex1-101,Psyburn,Psychic,2
ex1-101,Psyburn,Colorless,1
ex1-102,Agility,Grass,1
ex1-102,Slash,Grass,2
ex1-102,Slash,Colorless,1
ex1-103,Double Scratch,Darkness,1
ex1-103,Beat Up,Darkness,2
ex1-103,Beat Up,Colorless,1
ex10-1,Miraculous Thunder,Lightning,1
ex10-1,Miraculous Thunder,Colorless,2
ex10-2,Reactive Poison,Colorless,1
ex10-2,Spider Trap,Grass,1
ex10-3,Green Dance,Grass,1
ex10-3,Full Bloom,Colorless,3
ex10-4,Pull Away,Water,1
ex10-4,Pull Away,Colorless,1
ex10-4,Tonnage,Water,1
ex10-4,Tonnage,Colorless,2
ex10-5,Fire Dance,Fire,1
ex10-5,Multi Burn,Colorless,3
ex10-6,Spiky Shell,Colorless,2
ex10-6,Pop,Metal,1
ex10-6,Pop,Colorless,3
ex10-7,Tight Jaw,Colorless,2
ex10-7,Flamethrower,Fire,2
ex10-7,Flamethrower,Colorless,1
ex10-8,Attract Current,Lightning,1
ex10-8,Multi Pulse,Colorless,3
ex10-9,Bouncy Move,Grass,2
ex10-9,Bouncy Move,Colorless,1
ex10-10,Standing By,Colorless,1
ex10-10,Pulse Blast,Water,1
ex10-10,Pulse Blast,Colorless,1
ex10-11,Beatdown,Fighting,1
ex10-11,Beatdown,Colorless,1
ex10-11,Hyper Splash,Water,1
ex10-11,Hyper Splash,Colorless,2
ex10-12,Data Retrieval,Colorless,1
ex10-12,Scramble Trip,Colorless,3
ex10-13,Parallel Gain,Colorless,1
ex10-13,Rolling Tackle,Water,1
ex10-13,Rolling Tackle,Colorless,2
ex10-14,Aftermath,Psychic,1
ex10-14,Aftermath,Colorless,1
ex10-15,Copy,Colorless,1
ex10-15,Karate Chop,Fighting,1
ex10-15,Karate Chop,Colorless,2
ex10-16,Dazzle Dance,Grass,1
ex10-16,Green Blast,Colorless,2
ex10-17,Flickering Flames,Fire,1
ex10-17,Rage,Fire,1
ex10-17,Rage,Colorless,2
ex10-18,Drag Off,Colorless,2
ex10-18,Rock Smash,Colorless,3
ex10-19,Aqua Supply,Water,1
ex10-19,Multi Bubble,Colorless,3
ex10-20,Hyper Healing,Colorless,1
ex10-20,Double Tack,Colorless,2
ex10-21,Eeeeeeek,Colorless,1
ex10-22,Double Shock,Lightning,1
ex10-22,Double Shock,Colorless,1
ex10-22,Luster Blast,Lightning,1
ex10-22,Luster Blast,Colorless,3
ex10-23,Magnetic Trip,Colorless,1
ex10-24,Heavy Punch,Fighting,1
ex10-24,Heavy Punch,Colorless,1
ex10-24,Speedy Uppercut,Colorless,3
ex10-25,Stretch Kick,Fighting,1
ex10-25,Mega Kick,Fighting,1
ex10-25,Mega Kick,Colorless,2
ex10-26,Upward Kick,Fighting,1
ex10-26,Upward Kick,Colorless,1
ex10-26,Spiral Kick,Colorless,4
ex10-27,Gust,Colorless,2
ex10-27,Sacred Fire,Fire,2
ex10-27,Sacred Fire,Colorless,2
ex10-28,Freeze Light,Colorless,1
ex10-28,Pure Power,Water,1
ex10-28,Pure Power,Psychic,1
ex10-28,Pure Power,Colorless,1
ex10-29,Aeroblast,Colorless,3
ex10-30,Night Song,Colorless,1
ex10-30,Plunder,Colorless,2
ex10-31,Blown Kiss,Colorless,1
ex10-32,Screechy Voice,Colorless,1
ex10-32,Push Away,Colorless,2
ex10-33,Desperate Punch,Colorless,1
ex10-34,Snap Tail,Colorless,1
ex10-35,Soothing Scent,Colorless,1
ex10-35,Razor Leaf,Grass,2
ex10-35,Razor Leaf,Colorless,1
ex10-36,Shining Fingers,Colorless,1
ex10-36,Extra Comet Punch,Colorless,2
ex10-37,Cry for Help,Colorless,1
ex10-37,Double Attack,Water,1
ex10-38,Bite,Colorless,2
ex10-38,Aqua Sonic,Water,2
ex10-38,Aqua Sonic,Colorless,1
ex10-39,Crushing Blow,Colorless,2
ex10-39,Double Lariat,Colorless,4
ex10-40,Energy Stream,Lightning,1
ex10-40,Take Down,Colorless,3
ex10-41,Smokescreen,Fire,1
ex10-41,Smokescreen,Colorless,1
ex10-41,Extra Flame,Fire,1
ex10-41,Extra Flame,Colorless,2
ex10-42,Healing Milk,Colorless,1
ex10-42,Body Slam,Colorless,2
ex10-43,Spearhead,Colorless,1
ex10-43,Surprise,Colorless,2
ex10-44,Mud Shot,Colorless,1
ex10-44,Rock Hurl,Fighting,1
ex10-44,Rock Hurl,Colorless,2
ex10-45,Smokescreen,Fire,1
ex10-45,Smokescreen,Colorless,1
ex10-45,Tackle,Colorless,3
ex10-46,Twin Play,Colorless,1
ex10-46,Agility,Colorless,2
ex10-47,Toxic,Grass,1
ex10-47,Toxic,Colorless,1
ex10-48,Split Spiral Punch,Colorless,1
ex10-49,Telekinesis,Psychic,1
ex10-49,Telekinesis,Colorless,1
ex10-49,Psyshock,Psychic,1
ex10-49,Psyshock,Colorless,2
ex10-50,Grand Loop,Colorless,1
ex10-50,Spinning Tail,Grass,1
ex10-50,Spinning Tail,Colorless,1
ex10-51,Headbutt,Colorless,1
ex10-51,Razor Leaf,Grass,1
ex10-51,Razor Leaf,Colorless,1
ex10-52,Thunder Wave,Colorless,1
ex10-52,Razor Fin,Lightning,1
ex10-53,Pound,Colorless,1
ex10-53,Lullaby,Colorless,2
ex10-54,Paralyzing Gaze,Colorless,1
ex10-54,Fireworks,Fire,1
ex10-54,Fireworks,Colorless,1
ex10-55,Tail Whap,Colorless,1
ex10-56,Thunder Wave,Colorless,1
ex10-56,Thunder,Lightning,1
ex10-56,Thunder,Colorless,2
ex10-57,Toxic Grip,Fighting,1
ex10-58,Poisonpowder,Grass,1
ex10-58,Poisonpowder,Colorless,1
ex10-59,Confuse Ray,Colorless,1
ex10-59,Peck,Colorless,2
ex10-60,Smog,Fire,1
ex10-61,Retaliate,Fighting,1
ex10-61,Tackle,Colorless,2
ex10-62,Tackle,Lightning,1
ex10-63,Telekinesis,Colorless,1
ex10-64,Stun Spore,Grass,1
ex10-65,Dig Deep,Colorless,1
ex10-65,Mud Slap,Colorless,2
ex10-66,Ram,Colorless,1
ex10-67,Hypnosis,Colorless,1
ex10-67,Wave Splash,Water,1
ex10-68,Energy Ball,Colorless,2
ex10-69,3-D Attack,Colorless,1
ex10-70,Slash,Colorless,2
ex10-70,Rock Throw,Fighting,2
ex10-70,Rock Throw,Colorless,1
ex10-71,Call for Family,Colorless,1
ex10-71,Splash,Colorless,1
ex10-72,Fishing Tail,Colorless,1
ex10-72,Trip Over,Colorless,2
ex10-73,Yawn,Colorless,1
ex10-73,Headbutt,Colorless,1
ex10-74,Lick,Colorless,1
ex10-75,Stun Poison,Grass,1
ex10-75,Pierce,Colorless,2
ex10-76,Minor Errand-Running,Colorless,1
ex10-76,Rollout,Grass,1
ex10-76,Rollout,Colorless,1
ex10-77,Teary Eyes,Colorless,1
ex10-77,Scratch,Colorless,1
ex10-78,Splatter,Colorless,1
ex10-79,Mud Shot,Colorless,1
ex10-79,Tail Whap,Colorless,2
ex10-101,Energy Absorption,Colorless,1
ex10-101,Rollout,Colorless,4
ex10-102,Snap Tail,Colorless,2
ex10-102,Psyloop,Psychic,1
ex10-102,Psyloop,Colorless,2
ex10-103,Tsunami,Water,1
ex10-103,Tsunami,Colorless,1
ex10-103,Sore Spot,Water,1
ex10-103,Sore Spot,Colorless,3
ex10-104,Rainbow Burn,Colorless,3
ex10-105,Elemental Blast,Fire,1
ex10-105,Elemental Blast,Water,1
ex10-105,Elemental Blast,Lightning,1
ex10-106,Razor Leaf,Colorless,3
ex10-106,Power Poison,Grass,2
ex10-106,Power Poison,Colorless,3
ex10-107,Upward Lick,Water,1
ex10-107,Upward Lick,Colorless,1
ex10-107,Punch and Run,Colorless,3
ex10-107,Swallow Up,Water,2
ex10-107,Swallow Up,Colorless,2
ex10-108,Steel Wing,Metal,1
ex10-108,Steel Wing,Colorless,1
ex10-108,Cross-Cut,Colorless,3
ex10-109,Metal Charge,Metal,1
ex10-109,Metal Charge,Colorless,2
ex10-109,Mudslide,Fighting,2
ex10-109,Mudslide,Colorless,2
ex10-110,Kindle,Fire,2
ex10-110,Kindle,Colorless,2
ex10-111,Shatter,Fighting,1
ex10-111,Derail,Colorless,2
ex10-111,Mix-Up,Fighting,1
ex10-111,Mix-Up,Darkness,1
ex10-111,Mix-Up,Colorless,1
ex10-111,Losing Control,Fighting,1
ex10-111,Losing Control,Darkness,2
ex10-111,Losing Control,Colorless,1
ex10-112,Black Cry,Colorless,1
ex10-112,Darkness Fang,Darkness,1
ex10-112,Darkness Fang,Colorless,2
ex10-113,Burning Turn,Fire,1
ex10-113,Burning Turn,Colorless,1
ex10-113,Detonation,Fire,3
ex10-114,Lightning Turn,Lightning,1
ex10-114,Lightning Turn,Colorless,1
ex10-114,Meta Voltage,Lightning,3
ex10-115,Splashing Turn,Water,1
ex10-115,Splashing Turn,Colorless,1
ex10-115,Cross Wind,Water,3
ex10-116,Toxic Claws,Colorless,3
ex10-117,Spiral Leaf,Grass,1
ex10-117,Time Trap,Grass,1
ex10-117,Time Trap,Colorless,1
ex10-A,Hidden Power,Colorless,2
ex10-B,Hidden Power,Colorless,3
ex10-C,Hidden Power,Colorless,1
ex10-D,Hidden Power,Colorless,1
ex10-E,Hidden Power,Colorless,1
ex10-F,Hidden Power,Psychic,1
ex10-F,Hidden Power,Colorless,1
ex10-G,Hidden Power,Colorless,2
ex10-H,Hidden Power,Colorless,1
ex10-I,Hidden Power,Psychic,1
ex10-I,Hidden Power,Colorless,1
ex10-J,Hidden Power,Colorless,1
ex10-K,Hidden Power,Psychic,1
ex10-K,Hidden Power,Colorless,1
ex10-L,Hidden Power,Psychic,1
ex10-L,Hidden Power,Colorless,1
ex10-M,Hidden Power,Psychic,1
ex10-N,Hidden Power,Colorless,1
ex10-O,Hidden Power,Psychic,1
ex10-O,Hidden Power,Colorless,1
ex10-P,Hidden Power,Colorless,2
ex10-Q,Hidden Power,Colorless,1
ex10-R,Hidden Power,Colorless,2
ex10-S,Hidden Power,Psychic,2
ex10-T,Hidden Power,Colorless,2
ex10-U,Hidden Power,Psychic,1
ex10-U,Hidden Power,Colorless,1
ex10-V,Hidden Power,Psychic,1
ex10-V,Hidden Power,Colorless,2
ex10-W,Hidden Power,Psychic,1
ex10-W,Hidden Power,Colorless,1
ex10-X,Hidden Power,Psychic,1
ex10-X,Hidden Power,Colorless,1
ex10-Y,Hidden Power,Colorless,1
ex10-Z,Hidden Power,Psychic,1
ex10-!,Hidden Power,Colorless,1
ex10-?,Hidden Power,Colorless,1
ex11-1,Super Slash,Grass,1
ex11-1,Super Slash,Metal,1
ex11-1,Super Slash,Colorless,1
ex11-2,Radar Jam,Colorless,2
ex11-2,Target Attack,Grass,1
ex11-2,Target Attack,Metal,1
ex11-2,Target Attack,Colorless,1
ex11-3,Agility,Lightning,1
ex11-3,Agility,Colorless,1
ex11-3,Heavy Impact,Lightning,1
ex11-3,Heavy Impact,Metal,1
ex11-3,Heavy Impact,Colorless,2
ex11-4,Psyshock,Psychic,1
ex11-4,Psyshock,Metal,1
ex11-5,Delta Search,Colorless,1
ex11-5,Return Burn,Fire,1
ex11-5,Return Burn,Metal,1
ex11-5,Return Burn,Colorless,1
ex11-6,Psychic Rage,Metal,1
ex11-6,Psychic Rage,Colorless,1
ex11-6,Black Magic,Psychic,1
ex11-6,Black Magic,Colorless,2
ex11-7,Delta Search,Colorless,1
ex11-7,Return Spark,Lightning,1
ex11-7,Return Spark,Metal,1
ex11-7,Return Spark,Colorless,1
ex11-8,Spiral Drain,Metal,1
ex11-8,Spiral Drain,Colorless,1
ex11-8,Extra Crush,Lightning,1
ex11-8,Extra Crush,Metal,1
ex11-8,Extra Crush,Colorless,3
ex11-9,Dragon Claw,Colorless,2
ex11-9,Psychic Force,Lightning,1
ex11-9,Psychic Force,Metal,1
ex11-9,Psychic Force,Colorless,3
ex11-10,Energy Bone,Fighting,1
ex11-10,Energy Bone,Metal,1
ex11-10,Metal Crusher,Fighting,1
ex11-10,Metal Crusher,Colorless,2
ex11-11,Crush and Burn,Lightning,1
ex11-11,Crush and Burn,Metal,1
ex11-12,Energy Burst,Fire,1
ex11-12,Energy Burst,Metal,1
ex11-13,Power Blow,Lightning,1
ex11-13,Lightning Storm,Lightning,1
ex11-13,Lightning Storm,Metal,1
ex11-13,Lightning Storm,Colorless,2
ex11-14,Fire Dance,Fire,1
ex11-14,Fire Dance,Colorless,1
ex11-14,Delta Blast,Fire,1
ex11-14,Delta Blast,Metal,1
ex11-14,Delta Blast,Colorless,2
ex11-15,Collect,Water,1
ex11-15,Energy Loop,Metal,1
ex11-16,Delta Crush,Fire,1
ex11-16,Delta Crush,Metal,1
ex11-16,Delta Crush,Colorless,1
ex11-17,Feint Attack,Darkness,1
ex11-17,Feint Attack,Metal,1
ex11-18,Delta Search,Colorless,1
ex11-18,Return Wave,Water,1
ex11-18,Return Wave,Metal,1
ex11-18,Return Wave,Colorless,1
ex11-19,Bubblebeam,Colorless,2
ex11-19,Rolling Tackle,Water,1
ex11-19,Rolling Tackle,Colorless,2
ex11-20,Type Match,Colorless,1
ex11-21,Dazzle Blast,Lightning,1
ex11-21,Dazzle Blast,Colorless,1
ex11-22,Extra Ball,Metal,1
ex11-22,Extra Ball,Colorless,1
ex11-23,Sleep Inducer,Colorless,1
ex11-23,Psyshot,Psychic,1
ex11-23,Psyshot,Colorless,1
ex11-24,Delta Fang,Darkness,1
ex11-24,Delta Fang,Colorless,1
ex11-24,Gang Up,Metal,1
ex11-24,Gang Up,Colorless,1
ex11-25,Machine Burst,Colorless,2
ex11-26,Holon Splash,Colorless,3
ex11-27,Rend,Fighting,1
ex11-27,Rend,Colorless,1
ex11-27,Slash,Metal,1
ex11-27,Slash,Colorless,2
ex11-28,Psychic Option,Colorless,2
ex11-29,Holon Blizzard,Water,1
ex11-29,Holon Blizzard,Colorless,1
ex11-30,Surf,Water,1
ex11-30,Swift,Colorless,3
ex11-31,Holon Search,Colorless,2
ex11-32,Steep Dive,Colorless,1
ex11-32,Glide,Colorless,3
ex11-33,Mist Attack,Grass,1
ex11-33,Sludge Whirlpool,Grass,1
ex11-33,Sludge Whirlpool,Colorless,2
ex11-34,Holon Draw,Colorless,1
ex11-35,Energy Link,Colorless,1
ex11-36,Toxic,Grass,1
ex11-36,Toxic,Colorless,1
ex11-37,Rage,Colorless,2
ex11-38,Copy,Colorless,1
ex11-39,Thunderbolt,Lightning,1
ex11-39,Thunderbolt,Colorless,1
ex11-40,Smash Turn,Water,1
ex11-40,Smash Turn,Colorless,1
ex11-41,Slam,Colorless,2
ex11-41,Dragon Rage,Lightning,1
ex11-41,Dragon Rage,Colorless,2
ex11-42,Twister,Lightning,1
ex11-42,Twister,Colorless,1
ex11-43,Super Poison Breath,Grass,1
ex11-43,Sonic Signal,Colorless,2
ex11-44,Slap Push,Colorless,2
ex11-44,Brick Smash,Fighting,2
ex11-44,Brick Smash,Colorless,1
ex11-45,Call for Family,Colorless,1
ex11-45,Strange Rasping,Grass,1
ex11-45,Strange Rasping,Colorless,1
ex11-46,Fast Evolution,Grass,1
ex11-46,Rollout,Colorless,3
ex11-47,Calm Mind,Colorless,1
ex11-47,Psychic Boom,Psychic,1
ex11-47,Psychic Boom,Colorless,1
ex11-48,Supersonic,Lightning,1
ex11-48,Supersonic,Colorless,1
ex11-48,Speed Ball,Lightning,1
ex11-48,Speed Ball,Colorless,2
ex11-49,Sharp Claws,Colorless,2
ex11-49,Magnetic Blast,Lightning,1
ex11-49,Magnetic Blast,Colorless,2
ex11-50,Snap Tail,Colorless,2
ex11-51,Paralyzing Gaze,Colorless,1
ex11-51,Double-edge,Fire,1
ex11-51,Double-edge,Colorless,2
ex11-52,Super Singe,Fire,1
ex11-52,Stomp,Fire,1
ex11-52,Stomp,Colorless,1
ex11-53,Tight Jaw,Fire,1
ex11-53,Combustion,Fire,1
ex11-53,Combustion,Colorless,2
ex11-54,Heat Blast,Fire,1
ex11-54,Heat Blast,Colorless,1
ex11-55,Cry for Help,Colorless,1
ex11-55,Steel Wing,Metal,1
ex11-55,Steel Wing,Colorless,1
ex11-56,Swift,Grass,1
ex11-56,Swift,Colorless,1
ex11-57,Bite,Colorless,1
ex11-58,Ember,Fire,1
ex11-58,Ember,Colorless,1
ex11-59,Take Down,Lightning,1
ex11-59,Take Down,Colorless,1
ex11-60,Beat,Colorless,1
ex11-60,Rage,Colorless,2
ex11-61,Fireworks,Fire,1
ex11-61,Fireworks,Colorless,1
ex11-62,Linear Attack,Fighting,1
ex11-62,Linear Attack,Colorless,1
ex11-63,Thundershock,Lightning,1
ex11-63,Thundershock,Colorless,1
ex11-64,Spiral Drain,Water,1
ex11-64,Spiral Drain,Colorless,1
ex11-65,Hook,Colorless,1
ex11-65,Thunder Jolt,Lightning,1
ex11-65,Thunder Jolt,Colorless,1
ex11-66,Thunder Wave,Lightning,1
ex11-67,Disable,Psychic,1
ex11-67,Headbutt,Colorless,2
ex11-68,Metal Scoop,Colorless,1
ex11-69,Call for Family,Colorless,1
ex11-69,Rear Kick,Colorless,2
ex11-70,Linear Attack,Metal,1
ex11-71,Thundershock,Lightning,1
ex11-72,Confusion Gas,Grass,1
ex11-72,Ram,Colorless,2
ex11-73,Bite,Colorless,1
ex11-73,Rising Lunge,Fire,1
ex11-73,Rising Lunge,Colorless,1
ex11-74,Collect,Colorless,1
ex11-74,Magnetic Blast,Lightning,1
ex11-75,Sand Attack,Colorless,1
ex11-76,Rollout,Colorless,1
ex11-76,Jump On,Colorless,2
ex11-77,Pickup Power,Colorless,1
ex11-77,Bite,Colorless,1
ex11-78,Flare,Fire,1
ex11-79,Roar,Colorless,1
ex11-79,Ambush,Darkness,1
ex11-79,Ambush,Colorless,1
ex11-80,Sharpen,Colorless,2
ex11-81,Collect,Colorless,1
ex11-81,Quick Blow,Colorless,2
ex11-82,Dig Under,Fighting,1
ex11-82,Scratch,Colorless,2
ex11-83,Yawn,Colorless,1
ex11-83,Tackle,Colorless,2
ex11-84,Tackle,Colorless,1
ex11-84,Spinning Attack,Water,1
ex11-84,Spinning Attack,Colorless,1
ex11-85,Surprise Attack,Colorless,1
ex11-85,Recover,Water,1
ex11-86,Skill Dive,Colorless,1
ex11-87,String Shot,Colorless,1
ex11-88,Poison Fang,Grass,1
ex11-108,Flame Screen,Fire,1
ex11-108,Flame Screen,Colorless,1
ex11-108,Heat Tackle,Fire,1
ex11-108,Heat Tackle,Colorless,2
ex11-109,Second Bite,Lightning,1
ex11-109,Second Bite,Colorless,1
ex11-109,Thunder Blast,Lightning,1
ex11-109,Thunder Blast,Colorless,2
ex11-110,Fastwave,Water,1
ex11-110,Fastwave,Colorless,1
ex11-110,Hydrosplash,Water,1
ex11-110,Hydrosplash,Colorless,2
ex11-111,Critical Collection,Fighting,1
ex11-111,Ground Slash,Fighting,3
ex11-111,Ground Slash,Colorless,2
ex11-112,Critical Collection,Water,1
ex11-112,Sheer Cold,Water,3
ex11-112,Sheer Cold,Colorless,2
ex11-113,Critical Collection,Metal,1
ex11-113,Hyper Beam,Metal,3
ex11-113,Hyper Beam,Colorless,2
ex11-114,Bubblebeam,Water,2
ex11-114,Bubblebeam,Colorless,1
ex12-1,Power Blow,Colorless,1
ex12-1,Speed Stroke,Colorless,3
ex12-2,Heavy Blow,Fighting,1
ex12-2,Heavy Blow,Colorless,2
ex12-2,Bound Crush,Fighting,1
ex12-2,Bound Crush,Metal,1
ex12-2,Bound Crush,Colorless,2
ex12-3,Devolution Wave,Colorless,2
ex12-3,Linear Attack,Grass,1
ex12-3,Linear Attack,Colorless,1
ex12-3,Mud Shot,Colorless,3
ex12-4,Energy Link,Colorless,1
ex12-4,Tail Whap,Colorless,3
ex12-5,Cursed Reaction,Psychic,1
ex12-5,Super Psy Bolt,Psychic,2
ex12-5,Super Psy Bolt,Colorless,1
ex12-6,Mend,Colorless,1
ex12-6,Enraged Linear Attack,Fighting,1
ex12-6,Enraged Linear Attack,Colorless,1
ex12-6,Rock Tumble,Fighting,2
ex12-6,Rock Tumble,Colorless,2
ex12-7,Energy Stream,Fighting,1
ex12-7,Extra Claws,Fighting,1
ex12-7,Extra Claws,Colorless,2
ex12-8,Surf,Water,1
ex12-8,Surf,Colorless,1
ex12-9,Derail,Fighting,1
ex12-9,Derail,Colorless,1
ex12-9,Swift Blow,Fighting,1
ex12-9,Swift Blow,Colorless,2
ex12-10,Link Blast,Psychic,1
ex12-10,Link Blast,Colorless,1
ex12-11,Poison Ring,Grass,1
ex12-11,Poison Ring,Colorless,1
ex12-11,Sludge Toss,Grass,1
ex12-11,Sludge Toss,Colorless,2
ex12-12,Reactive Beating,Colorless,2
ex12-12,Cross-Cut,Darkness,1
ex12-12,Cross-Cut,Colorless,2
ex12-13,Sleep Poison,Grass,1
ex12-13,Sleep Poison,Colorless,1
ex12-13,Sharp Leaf,Grass,1
ex12-13,Sharp Leaf,Colorless,2
ex12-14,Hypno Splash,Water,2
ex12-14,Hypno Splash,Colorless,1
ex12-14,Rely on Friends,Water,2
ex12-14,Rely on Friends,Colorless,2
ex12-15,Extra Call,Colorless,1
ex12-15,Feint Attack,Darkness,1
ex12-15,Feint Attack,Colorless,1
ex12-16,Foresight,Colorless,1
ex12-16,Disorder,Psychic,1
ex12-16,Disorder,Colorless,1
ex12-17,Hydro Pump,Water,1
ex12-17,Hydro Pump,Colorless,1
ex12-18,Bite Off,Water,1
ex12-18,Bite Off,Colorless,2
ex12-19,Razor Fin,Lightning,1
ex12-19,Razor Fin,Colorless,1
ex12-19,Water Gun,Colorless,3
ex12-20,Moon Guidance,Colorless,1
ex12-20,Psyshock,Psychic,1
ex12-21,Linear Attack,Colorless,1
ex12-21,Burning Sensation,Fire,3
ex12-22,Multiple Force,Lightning,1
ex12-22,Multiple Force,Colorless,1
ex12-22,Magnetic Blast,Lightning,1
ex12-22,Magnetic Blast,Colorless,3
ex12-23,Drag Off,Colorless,1
ex12-23,Hydro Splash,Water,1
ex12-23,Hydro Splash,Colorless,2
ex12-24,Cry for Help,Colorless,1
ex12-24,Overhead Toss,Grass,1
ex12-24,Overhead Toss,Colorless,1
ex12-25,Call for Family,Colorless,1
ex12-25,Hyper Beam,Fighting,1
ex12-26,Whimsy Draw,Colorless,1
ex12-26,Double-edge,Colorless,2
ex12-27,Cry for Help,Colorless,1
ex12-27,Fireworks,Fire,1
ex12-27,Fireworks,Colorless,1
ex12-28,Grind,Colorless,1
ex12-28,Shadow Tag,Psychic,2
ex12-28,Shadow Tag,Colorless,1
ex12-29,Influence,Colorless,1
ex12-29,Stretch Claws,Colorless,2
ex12-30,Tackle,Colorless,2
ex12-31,Down Draw,Colorless,1
ex12-31,Tripping Turn,Colorless,1
ex12-32,Supersonic,Colorless,2
ex12-32,Tumbling Attack,Lightning,1
ex12-32,Tumbling Attack,Colorless,2
ex12-33,Body Slam,Colorless,2
ex12-33,Do the Wave,Colorless,3
ex12-34,Rock Slide,Fighting,1
ex12-34,Rock Slide,Colorless,1
ex12-35,Time Spiral,Colorless,2
ex12-35,Haunt,Psychic,1
ex12-35,Haunt,Colorless,1
ex12-36,Granite Head,Colorless,2
ex12-37,Tongue Whip,Colorless,1
ex12-37,Quick Attack,Colorless,2
ex12-38,Rest,Colorless,2
ex12-38,Body Slam,Metal,1
ex12-38,Body Slam,Colorless,1
ex12-39,Split Kick,Fighting,1
ex12-39,Magnum Punch,Colorless,3
ex12-40,Return Trance,Colorless,1
ex12-40,Dream Eater,Psychic,1
ex12-41,Pound,Colorless,1
ex12-41,Plunder,Darkness,1
ex12-41,Plunder,Colorless,1
ex12-42,Flick Poison,Colorless,1
ex12-43,Lunge Out,Water,1
ex12-43,Lunge Out,Colorless,1
ex12-44,Entangling Vines,Colorless,1
ex12-44,Gentle Wrap,Grass,1
ex12-44,Gentle Wrap,Colorless,2
ex12-45,Water Arrow,Water,1
ex12-45,Fury Strikes,Colorless,2
ex12-46,Supersonic,Colorless,1
ex12-46,Bi-Blast,Colorless,2
ex12-47,Sleep Seed,Colorless,2
ex12-47,Vine Whip,Grass,1
ex12-47,Vine Whip,Colorless,2
ex12-48,Self Charge,Colorless,1
ex12-48,Headbutt,Metal,1
ex12-48,Headbutt,Colorless,1
ex12-49,Sleep Powder,Colorless,1
ex12-50,Random Spark,Lightning,1
