id,name,supertype,subtype,rules,number,artist,rarity,legalities_unlimited,legalities_expanded,images_small,images_large
ex8-45,Shelgon,Pokémon,Stage 1,,45,Aya Kusube,Uncommon,Legal,,https://images.pokemontcg.io/ex8/45.png,https://images.pokemontcg.io/ex8/45_hires.png
ex8-46,Silcoon,Pokémon,Stage 1,,46,Kagemaru Himeno,Uncommon,Legal,,https://images.pokemontcg.io/ex8/46.png,https://images.pokemontcg.io/ex8/46_hires.png
ex8-47,Solrock,Pokémon,Basic,,47,Kyoko Umemoto,Uncommon,Legal,,https://images.pokemontcg.io/ex8/47.png,https://images.pokemontcg.io/ex8/47_hires.png
ex8-48,Starmie,Pokémon,Stage 1,,48,Yukiko Baba,Uncommon,Legal,,https://images.pokemontcg.io/ex8/48.png,https://images.pokemontcg.io/ex8/48_hires.png
ex8-49,Swellow,Pokémon,Stage 1,,49,Midori Harada,Uncommon,Legal,,https://images.pokemontcg.io/ex8/49.png,https://images.pokemontcg.io/ex8/49_hires.png
ex8-50,Vigoroth,Pokémon,Stage 1,,50,Mitsuhiro Arita,Uncommon,Legal,,https://images.pokemontcg.io/ex8/50.png,https://images.pokemontcg.io/ex8/50_hires.png
ex8-51,Weezing,Pokémon,Stage 1,,51,Hisao Nakamura,Uncommon,Legal,,https://images.pokemontcg.io/ex8/51.png,https://images.pokemontcg.io/ex8/51_hires.png
ex8-52,Bagon,Pokémon,Basic,,52,Takao Unno,Common,Legal,,https://images.pokemontcg.io/ex8/52.png,https://images.pokemontcg.io/ex8/52_hires.png
ex8-53,Baltoy,Pokémon,Basic,,53,Kenkichi Toyama,Common,Legal,,https://images.pokemontcg.io/ex8/53.png,https://images.pokemontcg.io/ex8/53_hires.png
ex8-54,Barboach,Pokémon,Basic,,54,Miki Tanaka,Common,Legal,,https://images.pokemontcg.io/ex8/54.png,https://images.pokemontcg.io/ex8/54_hires.png
ex8-55,Beldum,Pokémon,Basic,,55,Hisao Nakamura,Common,Legal,,https://images.pokemontcg.io/ex8/55.png,https://images.pokemontcg.io/ex8/55_hires.png
ex8-56,Carvanha,Pokémon,Basic,,56,Tomokazu Komiya,Common,Legal,,https://images.pokemontcg.io/ex8/56.png,https://images.pokemontcg.io/ex8/56_hires.png
ex8-57,Corphish,Pokémon,Basic,,57,Takao Unno,Common,Legal,,https://images.pokemontcg.io/ex8/57.png,https://images.pokemontcg.io/ex8/57_hires.png
ex8-58,Duskull,Pokémon,Basic,,58,Tomoko Wakai,Common,Legal,,https://images.pokemontcg.io/ex8/58.png,https://images.pokemontcg.io/ex8/58_hires.png
ex8-59,Electrike,Pokémon,Basic,,59,Naoyo Kimura,Common,Legal,,https://images.pokemontcg.io/ex8/59.png,https://images.pokemontcg.io/ex8/59_hires.png
ex8-60,Electrike,Pokémon,Basic,,60,Hiroki Fuchino,Common,Legal,,https://images.pokemontcg.io/ex8/60.png,https://images.pokemontcg.io/ex8/60_hires.png
ex8-61,Goldeen,Pokémon,Basic,,61,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex8/61.png,https://images.pokemontcg.io/ex8/61_hires.png
ex8-62,Koffing,Pokémon,Basic,,62,Hisao Nakamura,Common,Legal,,https://images.pokemontcg.io/ex8/62.png,https://images.pokemontcg.io/ex8/62_hires.png
ex8-63,Lotad,Pokémon,Basic,,63,Ken Sugimori,Common,Legal,,https://images.pokemontcg.io/ex8/63.png,https://images.pokemontcg.io/ex8/63_hires.png
ex8-64,Magikarp,Pokémon,Basic,,64,Hisao Nakamura,Common,Legal,,https://images.pokemontcg.io/ex8/64.png,https://images.pokemontcg.io/ex8/64_hires.png
ex8-65,Makuhita,Pokémon,Basic,,65,Asuka Iwashita,Common,Legal,,https://images.pokemontcg.io/ex8/65.png,https://images.pokemontcg.io/ex8/65_hires.png
ex8-66,Natu,Pokémon,Basic,,66,Yuka Morii,Common,Legal,,https://images.pokemontcg.io/ex8/66.png,https://images.pokemontcg.io/ex8/66_hires.png
ex8-67,Nincada,Pokémon,Basic,,67,Yukiko Baba,Common,Legal,,https://images.pokemontcg.io/ex8/67.png,https://images.pokemontcg.io/ex8/67_hires.png
ex8-68,Numel,Pokémon,Basic,,68,Tomokazu Komiya,Common,Legal,,https://images.pokemontcg.io/ex8/68.png,https://images.pokemontcg.io/ex8/68_hires.png
ex8-69,Phanpy,Pokémon,Basic,,69,Yuka Morii,Common,Legal,,https://images.pokemontcg.io/ex8/69.png,https://images.pokemontcg.io/ex8/69_hires.png
ex8-70,Poochyena,Pokémon,Basic,,70,Aimi Tomita,Common,Legal,,https://images.pokemontcg.io/ex8/70.png,https://images.pokemontcg.io/ex8/70_hires.png
ex8-71,Seedot,Pokémon,Basic,,71,Kouki Saitou,Common,Legal,,https://images.pokemontcg.io/ex8/71.png,https://images.pokemontcg.io/ex8/71_hires.png
ex8-72,Shroomish,Pokémon,Basic,,72,Kanako Eo,Common,Legal,,https://images.pokemontcg.io/ex8/72.png,https://images.pokemontcg.io/ex8/72_hires.png
ex8-73,Slakoth,Pokémon,Basic,,73,Takao Unno,Common,Legal,,https://images.pokemontcg.io/ex8/73.png,https://images.pokemontcg.io/ex8/73_hires.png
ex8-74,Slugma,Pokémon,Basic,,74,Aya Kusube,Common,Legal,,https://images.pokemontcg.io/ex8/74.png,https://images.pokemontcg.io/ex8/74_hires.png
ex8-75,Slugma,Pokémon,Basic,,75,Midori Harada,Common,Legal,,https://images.pokemontcg.io/ex8/75.png,https://images.pokemontcg.io/ex8/75_hires.png
ex8-76,Spoink,Pokémon,Basic,,76,Ken Sugimori,Common,Legal,,https://images.pokemontcg.io/ex8/76.png,https://images.pokemontcg.io/ex8/76_hires.png
ex8-77,Staryu,Pokémon,Basic,,77,Yukiko Baba,Common,Legal,,https://images.pokemontcg.io/ex8/77.png,https://images.pokemontcg.io/ex8/77_hires.png
ex8-78,Surskit,Pokémon,Basic,,78,Mitsuhiro Arita,Common,Legal,,https://images.pokemontcg.io/ex8/78.png,https://images.pokemontcg.io/ex8/78_hires.png
ex8-79,Swablu,Pokémon,Basic,,79,Kyoko Umemoto,Common,Legal,,https://images.pokemontcg.io/ex8/79.png,https://images.pokemontcg.io/ex8/79_hires.png
ex8-80,Taillow,Pokémon,Basic,,80,Midori Harada,Common,Legal,,https://images.pokemontcg.io/ex8/80.png,https://images.pokemontcg.io/ex8/80_hires.png
ex8-81,Wingull,Pokémon,Basic,,81,Tomokazu Komiya,Common,Legal,,https://images.pokemontcg.io/ex8/81.png,https://images.pokemontcg.io/ex8/81_hires.png
ex8-82,Wurmple,Pokémon,Basic,,82,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex8/82.png,https://images.pokemontcg.io/ex8/82_hires.png
ex8-83,Zubat,Pokémon,Basic,,83,Sachiko Adachi,Common,Legal,,https://images.pokemontcg.io/ex8/83.png,https://images.pokemontcg.io/ex8/83_hires.png
ex8-84,Balloon Berry,Trainer,Pokémon Tool,"Attach Balloon Berry to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card., As long as Balloon Berry is attached to a Pokémon, that Pokémon's Retreat Cost is 0. When this Pokémon retreats, discard Balloon Berry.",84,Keiji Kinebuchi,Uncommon,Legal,,https://images.pokemontcg.io/ex8/84.png,https://images.pokemontcg.io/ex8/84_hires.png
ex8-85,Crystal Shard,Trainer,Pokémon Tool,"Attach Crystal Shard to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card., As long as this card is attached to a Pokémon, that Pokémon's type is Colorless. If that Pokémon attacks, discard this card at the end of the turn.",85,Jungo Suzuki,Uncommon,Legal,,https://images.pokemontcg.io/ex8/85.png,https://images.pokemontcg.io/ex8/85_hires.png
ex8-86,Energy Charge,Trainer,Item,"Flip a coin. If heads, search your discard pile for 2 Energy cards (1 if there is only 1), show them to your opponent, and shuffle them into your deck.",86,Keiji Kinebuchi,Uncommon,Legal,,https://images.pokemontcg.io/ex8/86.png,https://images.pokemontcg.io/ex8/86_hires.png
ex8-87,Lady Outing,Trainer,Supporter,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",87,Ken Sugimori,Uncommon,Legal,,https://images.pokemontcg.io/ex8/87.png,https://images.pokemontcg.io/ex8/87_hires.png
ex8-88,Master Ball,Trainer,Item,"Look at the top 7 cards from your deck. Choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Put the other 6 cards back on top of your deck. Shuffle your deck afterward.",88,Keiji Kinebuchi,Uncommon,Legal,,https://images.pokemontcg.io/ex8/88.png,https://images.pokemontcg.io/ex8/88_hires.png
ex8-89,Meteor Falls,Trainer,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play., Each player's Active Evolved Pokémon (excluding Pokémon-ex) can use any attack from its Basic Pokémon or its Stage 1 Evolution card. (You still have to pay for that attack's Energy cost.)",89,Ryo Ueda,Uncommon,Legal,,https://images.pokemontcg.io/ex8/89.png,https://images.pokemontcg.io/ex8/89_hires.png
ex8-90,Professor Cozmo's Discovery,Trainer,Supporter,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Flip a coin. If heads, draw the bottom 3 cards of your deck. If tails, draw the top 2 cards of your deck.",90,Ken Sugimori,Uncommon,Legal,,https://images.pokemontcg.io/ex8/90.png,https://images.pokemontcg.io/ex8/90_hires.png
ex8-91,Space Center,Trainer,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play., Ignore Poké-Bodies for all Basic Pokémon in play (both yours and your opponent's) (excluding Pokémon-ex and Pokémon that has an owner in its name).",91,Ryo Ueda,Uncommon,Legal,,https://images.pokemontcg.io/ex8/91.png,https://images.pokemontcg.io/ex8/91_hires.png
ex8-92,Strength Charm,Trainer,Pokémon Tool,"Attach Strength Charm to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card., Whenever an attack from the Pokémon that Strength Charm is attached to does damage to the Active Pokémon, the attack does 10 more damage (before applying Weakness and Resistance). Discard Strength Charm at the end of the turn in which this Pokémon attacks.",92,Keiji Kinebuchi,Uncommon,Legal,,https://images.pokemontcg.io/ex8/92.png,https://images.pokemontcg.io/ex8/92_hires.png
ex8-93,Boost Energy,Energy,Special,"Boost Energy can be attached only to an Evolved Pokémon. Discard Boost Energy at the end of the turn it was attached. Boost Energy provides ColorlessColorlessColorless Energy. The Pokémon Boost Energy is attached to can't retreat. If the Pokémon Boost Energy is attached to isn't an Evolved Pokémon, discard Boost Energy.",93,Shin-ichi Yoshikawa,Uncommon,Legal,,https://images.pokemontcg.io/ex8/93.png,https://images.pokemontcg.io/ex8/93_hires.png
ex8-94,Heal Energy,Energy,Special,"Heal Energy provides Colorless Energy. When you attach this card from your hand to 1 of your Pokémon, remove 1 damage counter and all Special Conditions from that Pokémon. If Heal Energy is attached to Pokémon-ex, Heal Energy has no effect other than providing Energy.",94,Takumi Akabane,Uncommon,Legal,,https://images.pokemontcg.io/ex8/94.png,https://images.pokemontcg.io/ex8/94_hires.png
ex8-95,Scramble Energy,Energy,Special,"Scramble Energy can be attached only to an Evolved Pokémon (excluding Pokémon-ex). Scramble Energy provides Colorless Energy. While in play, if you have more Prize cards left than your opponent, Scramble Energy provides every type of Energy but provides only 3 in any combination at a time. If the Pokémon Scramble Energy is attached to isn't an Evolved Pokémon (or evolves into Pokémon-ex), discard Scramble Energy.",95,Takumi Akabane,Uncommon,Legal,,https://images.pokemontcg.io/ex8/95.png,https://images.pokemontcg.io/ex8/95_hires.png
ex8-96,Crobat ex,Pokémon,"Stage 2, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",96,Ryo Ueda,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/96.png,https://images.pokemontcg.io/ex8/96_hires.png
ex8-97,Deoxys ex,Pokémon,"Basic, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",97,Mitsuhiro Arita,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/97.png,https://images.pokemontcg.io/ex8/97_hires.png
ex8-98,Deoxys ex,Pokémon,"Basic, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",98,Mitsuhiro Arita,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/98.png,https://images.pokemontcg.io/ex8/98_hires.png
ex8-99,Deoxys ex,Pokémon,"Basic, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",99,Mitsuhiro Arita,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/99.png,https://images.pokemontcg.io/ex8/99_hires.png
ex8-100,Hariyama ex,Pokémon,"Stage 1, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",100,Ryo Ueda,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/100.png,https://images.pokemontcg.io/ex8/100_hires.png
ex8-101,Manectric ex,Pokémon,"Stage 1, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",101,Hikaru Koike,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/101.png,https://images.pokemontcg.io/ex8/101_hires.png
ex8-102,Rayquaza ex,Pokémon,"Basic, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",102,Shin-ichi Yoshikawa,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/102.png,https://images.pokemontcg.io/ex8/102_hires.png
ex8-103,Salamence ex,Pokémon,"Stage 2, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",103,Hikaru Koike,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/103.png,https://images.pokemontcg.io/ex8/103_hires.png
ex8-104,Sharpedo ex,Pokémon,"Stage 1, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",104,Hikaru Koike,Rare Holo EX,Legal,,https://images.pokemontcg.io/ex8/104.png,https://images.pokemontcg.io/ex8/104_hires.png
ex8-105,Latias ★,Pokémon,"Basic, Star",You can't have more than 1 Pokémon Star in your deck.,105,Masakazu Fukuda,Rare Holo Star,Legal,,https://images.pokemontcg.io/ex8/105.png,https://images.pokemontcg.io/ex8/105_hires.png
ex8-106,Latios ★,Pokémon,"Basic, Star",You can't have more than 1 Pokémon Star in your deck.,106,Masakazu Fukuda,Rare Holo Star,Legal,,https://images.pokemontcg.io/ex8/106.png,https://images.pokemontcg.io/ex8/106_hires.png
ex8-107,Rayquaza ★,Pokémon,"Basic, Star",You can't have more than 1 Pokémon Star in your deck.,107,Masakazu Fukuda,Rare Holo Star,Legal,,https://images.pokemontcg.io/ex8/107.png,https://images.pokemontcg.io/ex8/107_hires.png
ex8-108,Rocket's Raikou ex,Pokémon,"Basic, EX","When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",108,Ryo Ueda,Rare Secret,Legal,,https://images.pokemontcg.io/ex8/108.png,https://images.pokemontcg.io/ex8/108_hires.png
ex9-1,Blaziken,Pokémon,Stage 2,,1,Midori Harada,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/1.png,https://images.pokemontcg.io/ex9/1_hires.png
ex9-2,Deoxys,Pokémon,Basic,,2,Hironobu Yoshida,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/2.png,https://images.pokemontcg.io/ex9/2_hires.png
ex9-3,Exploud,Pokémon,Stage 2,,3,Hajime Kusajima,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/3.png,https://images.pokemontcg.io/ex9/3_hires.png
ex9-4,Gardevoir,Pokémon,Stage 2,,4,Kagemaru Himeno,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/4.png,https://images.pokemontcg.io/ex9/4_hires.png
ex9-5,Groudon,Pokémon,Basic,,5,Kouki Saitou,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/5.png,https://images.pokemontcg.io/ex9/5_hires.png
ex9-6,Kyogre,Pokémon,Basic,,6,Masakazu Fukuda,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/6.png,https://images.pokemontcg.io/ex9/6_hires.png
ex9-7,Manectric,Pokémon,Stage 1,,7,Masakazu Fukuda,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/7.png,https://images.pokemontcg.io/ex9/7_hires.png
ex9-8,Milotic,Pokémon,Stage 1,,8,Kagemaru Himeno,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/8.png,https://images.pokemontcg.io/ex9/8_hires.png
ex9-9,Rayquaza,Pokémon,Basic,,9,Kouki Saitou,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/9.png,https://images.pokemontcg.io/ex9/9_hires.png
ex9-10,Sceptile,Pokémon,Stage 2,,10,Mitsuhiro Arita,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/10.png,https://images.pokemontcg.io/ex9/10_hires.png
ex9-11,Swampert,Pokémon,Stage 2,,11,Atsuko Nishida,Rare Holo,Legal,,https://images.pokemontcg.io/ex9/11.png,https://images.pokemontcg.io/ex9/11_hires.png
ex9-12,Chimecho,Pokémon,Basic,,12,Kagemaru Himeno,Rare,Legal,,https://images.pokemontcg.io/ex9/12.png,https://images.pokemontcg.io/ex9/12_hires.png
ex9-13,Glalie,Pokémon,Stage 1,,13,Atsuko Nishida,Rare,Legal,,https://images.pokemontcg.io/ex9/13.png,https://images.pokemontcg.io/ex9/13_hires.png
ex9-14,Groudon,Pokémon,Basic,,14,Kouki Saitou,Rare,Legal,,https://images.pokemontcg.io/ex9/14.png,https://images.pokemontcg.io/ex9/14_hires.png
ex9-15,Kyogre,Pokémon,Basic,,15,Kouki Saitou,Rare,Legal,,https://images.pokemontcg.io/ex9/15.png,https://images.pokemontcg.io/ex9/15_hires.png
ex9-16,Manectric,Pokémon,Stage 1,,16,Kagemaru Himeno,Rare,Legal,,https://images.pokemontcg.io/ex9/16.png,https://images.pokemontcg.io/ex9/16_hires.png
ex9-17,Nosepass,Pokémon,Basic,,17,Kouki Saitou,Rare,Legal,,https://images.pokemontcg.io/ex9/17.png,https://images.pokemontcg.io/ex9/17_hires.png
ex9-18,Relicanth,Pokémon,Basic,,18,Atsuko Nishida,Rare,Legal,,https://images.pokemontcg.io/ex9/18.png,https://images.pokemontcg.io/ex9/18_hires.png
ex9-19,Rhydon,Pokémon,Stage 1,,19,Kouki Saitou,Rare,Legal,,https://images.pokemontcg.io/ex9/19.png,https://images.pokemontcg.io/ex9/19_hires.png
ex9-20,Seviper,Pokémon,Basic,,20,Mitsuhiro Arita,Rare,Legal,,https://images.pokemontcg.io/ex9/20.png,https://images.pokemontcg.io/ex9/20_hires.png
ex9-21,Zangoose,Pokémon,Basic,,21,Midori Harada,Rare,Legal,,https://images.pokemontcg.io/ex9/21.png,https://images.pokemontcg.io/ex9/21_hires.png
ex9-22,Breloom,Pokémon,Stage 1,,22,Mitsuhiro Arita,Uncommon,Legal,,https://images.pokemontcg.io/ex9/22.png,https://images.pokemontcg.io/ex9/22_hires.png
ex9-23,Camerupt,Pokémon,Stage 1,,23,Masakazu Fukuda,Uncommon,Legal,,https://images.pokemontcg.io/ex9/23.png,https://images.pokemontcg.io/ex9/23_hires.png
ex9-24,Claydol,Pokémon,Stage 1,,24,Yuka Morii,Uncommon,Legal,,https://images.pokemontcg.io/ex9/24.png,https://images.pokemontcg.io/ex9/24_hires.png
ex9-25,Combusken,Pokémon,Stage 1,,25,Midori Harada,Uncommon,Legal,,https://images.pokemontcg.io/ex9/25.png,https://images.pokemontcg.io/ex9/25_hires.png
ex9-26,Dodrio,Pokémon,Stage 1,,26,Hajime Kusajima,Uncommon,Legal,,https://images.pokemontcg.io/ex9/26.png,https://images.pokemontcg.io/ex9/26_hires.png
ex9-27,Electrode,Pokémon,Stage 1,,27,Masakazu Fukuda,Uncommon,Legal,,https://images.pokemontcg.io/ex9/27.png,https://images.pokemontcg.io/ex9/27_hires.png
ex9-28,Grovyle,Pokémon,Stage 1,,28,Mitsuhiro Arita,Uncommon,Legal,,https://images.pokemontcg.io/ex9/28.png,https://images.pokemontcg.io/ex9/28_hires.png
ex9-29,Grumpig,Pokémon,Stage 1,,29,Kagemaru Himeno,Uncommon,Legal,,https://images.pokemontcg.io/ex9/29.png,https://images.pokemontcg.io/ex9/29_hires.png
ex9-30,Grumpig,Pokémon,Stage 1,,30,Atsuko Nishida,Uncommon,Legal,,https://images.pokemontcg.io/ex9/30.png,https://images.pokemontcg.io/ex9/30_hires.png
ex9-31,Hariyama,Pokémon,Stage 1,,31,Kouki Saitou,Uncommon,Legal,,https://images.pokemontcg.io/ex9/31.png,https://images.pokemontcg.io/ex9/31_hires.png
ex9-32,Illumise,Pokémon,Basic,,32,Kouki Saitou,Uncommon,Legal,,https://images.pokemontcg.io/ex9/32.png,https://images.pokemontcg.io/ex9/32_hires.png
ex9-33,Kirlia,Pokémon,Stage 1,,33,Kagemaru Himeno,Uncommon,Legal,,https://images.pokemontcg.io/ex9/33.png,https://images.pokemontcg.io/ex9/33_hires.png
ex9-34,Linoone,Pokémon,Stage 1,,34,Yuka Morii,Uncommon,Legal,,https://images.pokemontcg.io/ex9/34.png,https://images.pokemontcg.io/ex9/34_hires.png
ex9-35,Loudred,Pokémon,Stage 1,,35,Hajime Kusajima,Uncommon,Legal,,https://images.pokemontcg.io/ex9/35.png,https://images.pokemontcg.io/ex9/35_hires.png
ex9-36,Marshtomp,Pokémon,Stage 1,,36,Atsuko Nishida,Uncommon,Legal,,https://images.pokemontcg.io/ex9/36.png,https://images.pokemontcg.io/ex9/36_hires.png
ex9-37,Minun,Pokémon,Basic,,37,Naoyo Kimura,Uncommon,Legal,,https://images.pokemontcg.io/ex9/37.png,https://images.pokemontcg.io/ex9/37_hires.png
ex9-38,Ninetales,Pokémon,Stage 1,,38,Midori Harada,Uncommon,Legal,,https://images.pokemontcg.io/ex9/38.png,https://images.pokemontcg.io/ex9/38_hires.png
ex9-39,Plusle,Pokémon,Basic,,39,Naoyo Kimura,Uncommon,Legal,,https://images.pokemontcg.io/ex9/39.png,https://images.pokemontcg.io/ex9/39_hires.png
ex9-40,Swalot,Pokémon,Stage 1,,40,Atsuko Nishida,Uncommon,Legal,,https://images.pokemontcg.io/ex9/40.png,https://images.pokemontcg.io/ex9/40_hires.png
ex9-41,Swellow,Pokémon,Stage 1,,41,Naoyo Kimura,Uncommon,Legal,,https://images.pokemontcg.io/ex9/41.png,https://images.pokemontcg.io/ex9/41_hires.png
ex9-42,Volbeat,Pokémon,Basic,,42,Kouki Saitou,Uncommon,Legal,,https://images.pokemontcg.io/ex9/42.png,https://images.pokemontcg.io/ex9/42_hires.png
ex9-43,Baltoy,Pokémon,Basic,,43,Yuka Morii,Common,Legal,,https://images.pokemontcg.io/ex9/43.png,https://images.pokemontcg.io/ex9/43_hires.png
ex9-44,Cacnea,Pokémon,Basic,,44,Mitsuhiro Arita,Common,Legal,,https://images.pokemontcg.io/ex9/44.png,https://images.pokemontcg.io/ex9/44_hires.png
ex9-45,Doduo,Pokémon,Basic,,45,Hajime Kusajima,Common,Legal,,https://images.pokemontcg.io/ex9/45.png,https://images.pokemontcg.io/ex9/45_hires.png
ex9-46,Duskull,Pokémon,Basic,,46,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex9/46.png,https://images.pokemontcg.io/ex9/46_hires.png
ex9-47,Electrike,Pokémon,Basic,,47,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex9/47.png,https://images.pokemontcg.io/ex9/47_hires.png
ex9-48,Electrike,Pokémon,Basic,,48,Masakazu Fukuda,Common,Legal,,https://images.pokemontcg.io/ex9/48.png,https://images.pokemontcg.io/ex9/48_hires.png
ex9-49,Feebas,Pokémon,Basic,,49,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex9/49.png,https://images.pokemontcg.io/ex9/49_hires.png
ex9-50,Feebas,Pokémon,Basic,,50,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex9/50.png,https://images.pokemontcg.io/ex9/50_hires.png
ex9-51,Gulpin,Pokémon,Basic,,51,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex9/51.png,https://images.pokemontcg.io/ex9/51_hires.png
ex9-52,Larvitar,Pokémon,Basic,,52,Nakaoka,Common,Legal,,https://images.pokemontcg.io/ex9/52.png,https://images.pokemontcg.io/ex9/52_hires.png
ex9-53,Luvdisc,Pokémon,Basic,,53,Hajime Kusajima,Common,Legal,,https://images.pokemontcg.io/ex9/53.png,https://images.pokemontcg.io/ex9/53_hires.png
ex9-54,Makuhita,Pokémon,Basic,,54,Kouki Saitou,Common,Legal,,https://images.pokemontcg.io/ex9/54.png,https://images.pokemontcg.io/ex9/54_hires.png
ex9-55,Meditite,Pokémon,Basic,,55,Kouki Saitou,Common,Legal,,https://images.pokemontcg.io/ex9/55.png,https://images.pokemontcg.io/ex9/55_hires.png
ex9-56,Mudkip,Pokémon,Basic,,56,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex9/56.png,https://images.pokemontcg.io/ex9/56_hires.png
ex9-57,Numel,Pokémon,Basic,,57,Midori Harada,Common,Legal,,https://images.pokemontcg.io/ex9/57.png,https://images.pokemontcg.io/ex9/57_hires.png
ex9-58,Numel,Pokémon,Basic,,58,Masakazu Fukuda,Common,Legal,,https://images.pokemontcg.io/ex9/58.png,https://images.pokemontcg.io/ex9/58_hires.png
ex9-59,Pichu,Pokémon,Basic,,59,Nakaoka,Common,Legal,,https://images.pokemontcg.io/ex9/59.png,https://images.pokemontcg.io/ex9/59_hires.png
ex9-60,Pikachu,Pokémon,Basic,,60,Masakazu Fukuda,Common,Legal,,https://images.pokemontcg.io/ex9/60.png,https://images.pokemontcg.io/ex9/60_hires.png
ex9-61,Ralts,Pokémon,Basic,,61,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex9/61.png,https://images.pokemontcg.io/ex9/61_hires.png
ex9-62,Rhyhorn,Pokémon,Basic,,62,Kouki Saitou,Common,Legal,,https://images.pokemontcg.io/ex9/62.png,https://images.pokemontcg.io/ex9/62_hires.png
ex9-63,Shroomish,Pokémon,Basic,,63,Mitsuhiro Arita,Common,Legal,,https://images.pokemontcg.io/ex9/63.png,https://images.pokemontcg.io/ex9/63_hires.png
ex9-64,Snorunt,Pokémon,Basic,,64,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex9/64.png,https://images.pokemontcg.io/ex9/64_hires.png
ex9-65,Spoink,Pokémon,Basic,,65,Kagemaru Himeno,Common,Legal,,https://images.pokemontcg.io/ex9/65.png,https://images.pokemontcg.io/ex9/65_hires.png
ex9-66,Spoink,Pokémon,Basic,,66,Atsuko Nishida,Common,Legal,,https://images.pokemontcg.io/ex9/66.png,https://images.pokemontcg.io/ex9/66_hires.png
ex9-67,Swablu,Pokémon,Basic,,67,Hajime Kusajima,Common,Legal,,https://images.pokemontcg.io/ex9/67.png,https://images.pokemontcg.io/ex9/67_hires.png
ex9-68,Taillow,Pokémon,Basic,,68,Naoyo Kimura,Common,Legal,,https://images.pokemontcg.io/ex9/68.png,https://images.pokemontcg.io/ex9/68_hires.png
ex9-69,Torchic,Pokémon,Basic,,69,Midori Harada,Common,Legal,,https://images.pokemontcg.io/ex9/69.png,https://images.pokemontcg.io/ex9/69_hires.png
ex9-70,Treecko,Pokémon,Basic,,70,Mitsuhiro Arita,Common,Legal,,https://images.pokemontcg.io/ex9/70.png,https://images.pokemontcg.io/ex9/70_hires.png
ex9-71,Voltorb,Pokémon,Basic,,71,Masakazu Fukuda,Common,Legal,,https://images.pokemontcg.io/ex9/71.png,https://images.pokemontcg.io/ex9/71_hires.png
